iter	MultiClass
282	0.8654485494
283	0.865007353
284	0.8646041839
285	0.8642273923
286	0.8638695314
287	0.8634661564
288	0.8632289167
289	0.8628923597
290	0.86254381
291	0.8621835839
292	0.8617690906
293	0.8614088395
294	0.8610645969
295	0.8607376662
296	0.8602985357
297	0.8599787075
298	0.8597680113
299	0.8595305507
300	0.8592269375
301	0.8589937404
302	0.8585748137
303	0.8582781877
304	0.8579420579
305	0.8574236822
306	0.8570066885
307	0.8566248405
308	0.8564294638
309	0.8561204853
310	0.8559133066
311	0.8554729296
312	0.8552352646
313	0.8550069305
314	0.8546555388
315	0.8543158596
316	0.8540431344
317	0.853652194
318	0.8533624805
319	0.8531388387
320	0.8527480728
321	0.8525039112
322	0.8522211493
323	0.8519151362
324	0.8516254997
325	0.8512140127
326	0.8508932651
327	0.8505272231
328	0.8502328569
329	0.8498523936
330	0.8495419389
331	0.8492718363
332	0.8488733879
333	0.8486237865
334	0.8483338157
335	0.8480000687
336	0.8476293586
337	0.8473637852
338	0.8469969555
339	0.8468053026
340	0.8464337126
341	0.8461758202
342	0.8458851356
343	0.8455082865
344	0.845168422
345	0.8448579792
346	0.8445321208
347	0.8442645103
348	0.8439483341
349	0.8436157868
350	0.8433553175
351	0.8430588829
352	0.8427458226
353	0.8424856755
354	0.842145767
355	0.8417912003
356	0.8414881048
357	0.8413053474
358	0.841117654
359	0.8409616436
360	0.8406095051
361	0.8403210468
362	0.840114727
363	0.839847413
364	0.8396507887
365	0.8392334235
366	0.8389689955
367	0.8386588037
368	0.8383581177
369	0.8379751635
370	0.8377039315
371	0.8374908399
372	0.8372059552
373	0.8369117399
374	0.8366884807
375	0.8363669792
376	0.8360793352
377	0.8357500744
378	0.8353819609
379	0.8350340926
380	0.8347429976
381	0.8344293554
382	0.8341929751
383	0.8338604725
384	0.8335857596
385	0.8333864667
386	0.8330665819
387	0.8328030918
388	0.8324934986
389	0.8322647471
390	0.8319349583
391	0.831711011
392	0.831439096
393	0.8312769321
394	0.8309228411
395	0.8306840566
396	0.8303407561
397	0.8300314387
398	0.8297684367
399	0.8295297944
400	0.8292959197
401	0.8290096417
402	0.8286851034
403	0.8284396861
404	0.8282139049
405	0.8279406368
406	0.8277581077
407	0.8275009797
408	0.8272277634
409	0.8269185647
410	0.8265938644
411	0.8264198481
412	0.8260828149
413	0.8258182028
414	0.8255341609
415	0.825220362
416	0.8248902303
417	0.8246723921
418	0.8244733467
419	0.8242463501
420	0.824027742
421	0.8237422501
422	0.8234568889
423	0.8232369746
424	0.8229819486
425	0.8226890465
426	0.8224702923
427	0.8221636002
428	0.8218420078
429	0.8216021656
430	0.821357566
431	0.8211072829
432	0.8207917364
433	0.8205066084
434	0.820226586
435	0.819946767
436	0.8196600477
437	0.8193940722
438	0.8191206466
439	0.8188378728
440	0.8185686952
441	0.8183290951
442	0.818047793
443	0.8178437047
444	0.8175832923
445	0.8174201316
446	0.8172072553
447	0.8170570774
448	0.8167072234
449	0.8164221287
450	0.8161691146
451	0.8158648277
452	0.8156462398
453	0.8155187392
454	0.8152337286
455	0.8148886499
456	0.8146052252
457	0.8143653694
458	0.8140587695
459	0.8137791564
460	0.813555902
461	0.8131690878
462	0.813030914
463	0.8127477444
464	0.8125662576
465	0.8124243855
466	0.8121418496
467	0.8119644528
468	0.8117098746
469	0.8113582434
470	0.8110578044
471	0.8107994667
472	0.8107037018
473	0.8105238476
474	0.810243622
475	0.8099091487
476	0.8096988598
477	0.8094803221
478	0.8092584826
479	0.8089905995
480	0.8087582811
481	0.808563843
482	0.8083299273
483	0.8080687179
484	0.807765045
485	0.807564405
486	0.8073652598
487	0.8071439234
488	0.8069463461
489	0.8067268476
490	0.8065116842
491	0.8063456275
492	0.8061628081
493	0.805855463
494	0.8056431432
495	0.8053868032
496	0.8052803355
497	0.8050298869
498	0.8047801798
499	0.8045238619
500	0.8042677263
501	0.8040299009
502	0.8038073143
503	0.8035377875
504	0.8033162918
505	0.8032061905
506	0.8028928812
507	0.8026407969
508	0.8023789453
509	0.802138396
510	0.8018463748
511	0.801575935
512	0.801418526
513	0.8012586311
514	0.8009778662
515	0.8006757009
516	0.8004883578
517	0.8002547382
518	0.8000787518
519	0.7998139207
520	0.7995736479
521	0.7993573008
522	0.7991099731
523	0.7988842121
524	0.7987252806
525	0.7984241898
526	0.7981691069
527	0.7979554075
528	0.7976845209
529	0.7974490723
530	0.7972048737
531	0.7969604259
532	0.7967640563
533	0.7966195119
534	0.7964394432
535	0.7961997005
536	0.7960395164
537	0.7958798485
538	0.7956572518
539	0.7954034113
540	0.7951692966
541	0.7949728751
542	0.7947427551
543	0.7945911877
544	0.7942991269
545	0.7940910635
546	0.7939136004
547	0.793713791
548	0.7935310445
549	0.7933820699
550	0.793146946
551	0.7929529715
552	0.7927242874
553	0.7924775966
554	0.7922531144
555	0.7919599868
556	0.7917106246
557	0.7914610464
558	0.7912523388
559	0.7910601244
560	0.7908923238
561	0.7907649019
562	0.7905480482
563	0.7903697265
564	0.7901374202
565	0.7900188094
566	0.7897543468
567	0.7895291449
568	0.7894082401
569	0.7892171284
570	0.7890263838
571	0.7888407094
572	0.7886546426
573	0.7883897667
574	0.7881539585
575	0.7879131249
576	0.787773052
577	0.7875035241
578	0.7873596051
579	0.7872079616
580	0.7870409223
581	0.7868551364
582	0.7866872193
583	0.7864448258
584	0.7862241907
585	0.7860371326
586	0.785818611
587	0.785611565
588	0.7853855971
589	0.7851225377
590	0.784876158
591	0.7846258291
592	0.7843830383
593	0.7841418203
594	0.7839111309
595	0.7836723791
596	0.783487495
597	0.783392419
598	0.7831570099
599	0.7829482659
600	0.7827087763
601	0.7825737637
602	0.7823713902
603	0.7822200031
604	0.7820935445
605	0.7819371934
606	0.7817110994
607	0.7815697945
608	0.7813909888
609	0.7812321416
610	0.7811564934
611	0.7810659527
612	0.7809003642
613	0.7806520597
614	0.7804806538
615	0.7802354394
616	0.7800667615
617	0.7799215976
618	0.7796596995
619	0.7793753504
620	0.7792706899
621	0.7790925824
622	0.7788587017
623	0.7787565778
624	0.7786066499
625	0.7783896833
626	0.7781314074
627	0.7778751145
628	0.7776156053
629	0.7774023852
630	0.7772388998
631	0.7770272566
632	0.7767807324
633	0.7765755716
634	0.7763162188
635	0.7761442212
636	0.7760526859
637	0.7758015262
638	0.775665864
639	0.7754158311
640	0.7752317347
641	0.7750211888
642	0.7748790029
643	0.7747024695
644	0.7745018572
645	0.7743914093
646	0.7741580641
647	0.7739826596
648	0.7738778325
649	0.7737233549
650	0.7735598102
651	0.7734091926
652	0.7732675017
653	0.7730591724
654	0.7728464
655	0.7727145227
656	0.7725279107
657	0.7723242827
658	0.7721060637
659	0.7718960937
660	0.7717352071
661	0.7715375449
662	0.7713452677
663	0.7712215186
664	0.7710704248
665	0.7708563152
666	0.7706982605
667	0.7704721202
668	0.7702570579
669	0.77017628
670	0.7699488493
671	0.7697929309
672	0.7695881821
673	0.7693830133
674	0.7692334817
675	0.7690212283
676	0.7688259629
677	0.7687311423
678	0.7684963769
679	0.7683141035
680	0.7681558366
681	0.7679454815
682	0.7678265501
683	0.7676794094
684	0.7675289969
685	0.7673365359
686	0.7671468977
687	0.7669747026
688	0.7667571488
689	0.7666476346
690	0.7664662155
691	0.7662284395
692	0.7660185769
693	0.7658667738
694	0.7656542435
695	0.7654637712
696	0.7653477461
697	0.7652168321
698	0.7650157874
699	0.7648664369
700	0.7646778187
701	0.7644982362
702	0.7643408665
703	0.7641633874
704	0.7640094642
705	0.763843164
706	0.7636075063
707	0.763481456
708	0.7633831117
709	0.7632513493
710	0.7630284669
711	0.7628667863
712	0.7627113056
713	0.7626002553
714	0.7624780383
715	0.7623472587
716	0.7622046704
717	0.7620393339
718	0.761830284
719	0.7617063019
720	0.7615129634
721	0.7612821533
722	0.7611261571
723	0.7609319033
724	0.7607663964
725	0.7605884879
726	0.7604358069
727	0.7602750814
728	0.7600995721
729	0.7598624664
730	0.7596472112
731	0.7594492944
732	0.7592559321
733	0.7590453054
734	0.7588352033
735	0.7587419903
736	0.7585206229
737	0.758397388
738	0.7581952879
739	0.7580530732
740	0.7578536809
741	0.7576640515
742	0.7575024949
743	0.7573376817
744	0.7572257624
745	0.7570708684
746	0.7568571345
747	0.7567491285
748	0.7565223258
749	0.7563467683
750	0.7562250691
751	0.7560217244
752	0.7558254333
753	0.7556758632
754	0.7554772872
755	0.7553086678
756	0.7551185294
757	0.7549252994
758	0.754827441
759	0.7547239468
760	0.7545771011
761	0.7544332614
762	0.7542697017
763	0.7541811224
764	0.7539922744
765	0.7538336717
766	0.7536406882
767	0.7534920761
768	0.7532797736
769	0.7531501829
770	0.7530101285
771	0.752858349
772	0.7527478154
773	0.7525473595
774	0.7524969389
775	0.7523765393
776	0.7522546336
777	0.7520790008
778	0.7518788785
779	0.7517214656
780	0.7515770866
781	0.7514263988
782	0.751243996
783	0.751071724
784	0.7508874829
785	0.7507210486
786	0.7506034077
787	0.7504664735
788	0.7502478708
789	0.7501574177
790	0.7499762085
791	0.7497731893
792	0.7495805912
793	0.7494081083
794	0.7492622333
795	0.7490577309
796	0.7489319627
797	0.7488453203
798	0.748704602
799	0.7486262796
800	0.7484479669
801	0.7483108285
802	0.7482217468
803	0.7480776533
804	0.7478992026
805	0.747736308
806	0.7475408254
807	0.7474029742
808	0.7472783655
809	0.7471399292
810	0.7469872751
811	0.7467725402
812	0.7466771671
813	0.7465432104
814	0.7463462146
815	0.7462396194
816	0.7460751232
817	0.7458989206
818	0.7457704372
819	0.7456480281
820	0.7454410479
821	0.7453128727
822	0.7451650564
823	0.7450412792
824	0.7448550947
825	0.7447175943
826	0.7445663803
827	0.744370286
828	0.7441971697
829	0.7440091622
830	0.7438692002
831	0.7437333276
832	0.7435264832
833	0.7433798179
834	0.7432364624
835	0.7430809307
836	0.7429736976
837	0.7427634595
838	0.7426512885
839	0.7425700522
840	0.7423644162
841	0.7421803141
842	0.7420195596
843	0.7418654729
844	0.7417666774
845	0.7416600809
846	0.7414881258
847	0.7413629053
848	0.7411817148
849	0.7410712163
850	0.740910789
851	0.7407361713
852	0.7405586398
853	0.7403919764
854	0.7402481114
855	0.7401489872
856	0.7400633255
857	0.7398888273
858	0.7397327521
859	0.7395309457
860	0.7393525222
861	0.7392572856
862	0.7390610965
863	0.7389103489
864	0.7387700161
865	0.7385799776
866	0.7384497569
867	0.7383182422
868	0.7382111096
869	0.7380262633
870	0.7378890749
871	0.7378076322
872	0.7376556
873	0.7374852485
874	0.7373692759
875	0.7371669559
876	0.7371018229
877	0.7369633074
878	0.736801684
879	0.7366740436
880	0.7365658453
881	0.7364208854
882	0.7362896732
883	0.7361647077
884	0.7360380222
885	0.7358785564
886	0.7357154226
887	0.7355915951
888	0.7354291393
889	0.7353072346
890	0.7352325725
891	0.7350940047
892	0.7349621964
893	0.7348464284
894	0.7346629841
895	0.734566698
896	0.7344263381
897	0.7343038207
898	0.7342195663
899	0.7341010641
900	0.7339636583
901	0.7337930935
902	0.733629727
903	0.7334758588
904	0.7333515351
905	0.7331845031
906	0.7330866092
907	0.7329819236
908	0.7328420445
909	0.7326785679
910	0.7325002231
911	0.7323696909
912	0.732262907
913	0.7321024311
914	0.7319810364
915	0.7318096324
916	0.7316869496
917	0.7315729534
918	0.73143526
919	0.7313329103
920	0.73117361
921	0.7310263532
922	0.73092788
923	0.7307869069
924	0.7306513309
925	0.7305005727
926	0.7303682339
927	0.730216768
928	0.7301155605
929	0.7299975136
930	0.7299204027
931	0.7297621566
932	0.729624454
933	0.7294787022
934	0.7294025302
935	0.7292505645
936	0.7291148343
937	0.728952554
938	0.7287928199
939	0.7286175428
940	0.7285138221
941	0.7283917337
942	0.7282698268
943	0.7281345877
944	0.7279923058
945	0.7278717981
946	0.7277026649
947	0.7276166456
948	0.7275050069
949	0.727421738
950	0.7273281742
951	0.7271998926
952	0.7270442674
953	0.7268702245
954	0.7267720832
955	0.726625046
956	0.7265522587
957	0.7264798083
958	0.7263921818
959	0.7262609305
960	0.7261121802
961	0.7259689549
962	0.7258540553
963	0.7257909196
964	0.7256255145
965	0.7255020732
966	0.7253381373
967	0.7252653107
968	0.7251212127
969	0.7249995991
970	0.7248617345
971	0.7247842453
972	0.724595842
973	0.7244681599
974	0.7243263576
975	0.7241468371
976	0.7239923601
977	0.7238893374
978	0.7237920546
979	0.7237008895
980	0.7235716761
981	0.7234224012
982	0.7232744267
983	0.7231972341
984	0.7231004815
985	0.7229440617
986	0.7228245794
987	0.7226694625
988	0.7225528752
989	0.7224445921
990	0.7223238976
991	0.7221809509
992	0.7220497208
993	0.7219272389
994	0.7218367901
995	0.721708742
996	0.7215873609
997	0.7214780087
998	0.7213605575
999	0.7212243113
